,city,county,lat,lon
380,Arkansas,Pulaski,34.804707,-92.490714
381,Arkansas,Pulaski,34.659456,-92.436121
382,Arkansas,Pulaski,34.67242,-92.335586
383,Arkansas,Pulaski,34.798415,-92.402968
384,Arkansas,Pulaski,34.742189,-92.324525
385,Arkansas,Pulaski,,
386,Arkansas,Pulaski,34.800187,-92.457665
387,Arkansas,Pulaski,34.664575,-92.426583
388,Arkansas,Pulaski,34.761795,-92.325963
389,Arkansas,Pulaski,34.657293,-92.433815
390,Arkansas,Pulaski,34.716234,-92.364733
391,Arkansas,Pulaski,34.749207,-92.400332
392,Arkansas,Pulaski,34.772842,-92.481706
393,Arkansas,Pulaski,34.701833,-92.328484
394,Arkansas,Pulaski,34.741377,-92.410482
395,Arkansas,Pulaski,34.755695,-92.379411
396,Arkansas,Pulaski,34.758465,-92.399841
397,Arkansas,Pulaski,34.725859,-92.29413
398,Arkansas,Pulaski,34.789568,-92.409228
399,Arkansas,Pulaski,34.729216,-92.285366
400,Arkansas,Pulaski,34.680246,-92.328324
401,Arkansas,Saline,34.760516,-92.594155
402,Arkansas,Pulaski,34.759195,-92.438521
403,Arkansas,Pulaski,34.777397,-92.337833
404,Arkansas,Pulaski,34.779791,-92.344303
405,Arkansas,Pulaski,34.70221,-92.329713
406,Arkansas,Pulaski,34.731835,-92.363116
407,Arkansas,Pulaski,34.627914,-92.41478
408,Arkansas,Pulaski,34.747145,-92.473675
409,Arkansas,Pulaski,34.731995,-92.403051
410,Arkansas,Pulaski,34.732259,-92.331775
411,Arkansas,Pulaski,34.741559,-92.315418
412,Arkansas,Pulaski,34.729525,-92.347334
413,Arkansas,Pulaski,34.645979,-92.368536
414,Arkansas,Pulaski,34.768719,-92.343271
415,Arkansas,Pulaski,,
416,Arkansas,Pulaski,34.741524,-92.28592
417,Arkansas,Pulaski,34.770779,-92.33378
418,Arkansas,Pulaski,34.790459,-92.419368
419,Arkansas,Pulaski,34.757546,-92.317265
420,Arkansas,Pulaski,34.762832,-92.414595
421,Arkansas,Pulaski,34.804707,-92.490714
422,Arkansas,Pulaski,34.659456,-92.436121
423,Arkansas,Pulaski,34.67242,-92.335586
424,Arkansas,Pulaski,34.798415,-92.402968
425,Arkansas,Pulaski,34.742189,-92.324525
426,Arkansas,Pulaski,,
427,Arkansas,Pulaski,34.800187,-92.457665
428,Arkansas,Pulaski,34.664575,-92.426583
429,Arkansas,Pulaski,34.761795,-92.325963
430,Arkansas,Pulaski,34.657293,-92.433815
431,Arkansas,Pulaski,34.716234,-92.364733
432,Arkansas,Pulaski,34.749207,-92.400332
433,Arkansas,Pulaski,34.772842,-92.481706
434,Arkansas,Pulaski,34.701833,-92.328484
435,Arkansas,Pulaski,34.741377,-92.410482
436,Arkansas,Pulaski,34.755695,-92.379411
437,Arkansas,Pulaski,34.758465,-92.399841
438,Arkansas,Pulaski,34.725859,-92.29413
439,Arkansas,Pulaski,34.789568,-92.409228
440,Arkansas,Pulaski,34.729216,-92.285366
441,Arkansas,Pulaski,34.680246,-92.328324
442,Arkansas,Saline,34.760516,-92.594155
443,Arkansas,Pulaski,34.759195,-92.438521
444,Arkansas,Pulaski,34.777397,-92.337833
445,Arkansas,Pulaski,34.779791,-92.344303
446,Arkansas,Pulaski,34.70221,-92.329713
447,Arkansas,Pulaski,34.731835,-92.363116
448,Arkansas,Pulaski,34.627914,-92.41478
449,Arkansas,Saline,34.573022,-92.306594
450,Arizona,Maricopa,33.417118,-112.249825
451,Arizona,Maricopa,33.481536,-112.042435
452,Arizona,Maricopa,33.851101,-112.103195
453,Arizona,Maricopa,33.315008,-112.074197
454,Arizona,Maricopa,33.622703,-112.110726
455,Arizona,Maricopa,33.493659,-112.025059
456,Arizona,Maricopa,33.459104,-112.031727
457,Arizona,Maricopa,33.59395,-112.126512
458,Arizona,Maricopa,33.642135,-112.132929
459,Arizona,Maricopa,33.476385,-112.076725
460,Arizona,Maricopa,33.564398,-111.984534
461,Arizona,Maricopa,33.647109,-112.073259
462,Arizona,Maricopa,33.614124,-112.139052
463,Arizona,Maricopa,33.51904,-112.036169
464,Arizona,Maricopa,33.368917,-112.035626
465,Arizona,Maricopa,33.298709,-111.993051
466,Arizona,Maricopa,33.298462,-112.052727
467,Arizona,Maricopa,33.637633,-112.163053
468,Arizona,Maricopa,33.400369,-112.039956
469,Arizona,Maricopa,33.508244,-112.169899
470,Arizona,Maricopa,33.800987,-112.110306
471,Arizona,Maricopa,33.362254,-112.062212
472,Arizona,Maricopa,33.507399,-112.133513
473,Arizona,Maricopa,33.573763,-112.02721
474,Arizona,Maricopa,33.607555,-112.025909
475,Arizona,Maricopa,33.486444,-112.001261
476,Arizona,Maricopa,33.804177,-112.056055
477,Arizona,Maricopa,33.477919,-112.081483
478,Arizona,Maricopa,33.305897,-112.012532
479,Arizona,Maricopa,33.64803,-112.040162
480,Arizona,Maricopa,33.397853,-112.089102
481,Arizona,Maricopa,33.502731,-112.093068
482,Arizona,Maricopa,33.457066,-112.127552
483,Arizona,Maricopa,33.357118,-112.066415
484,Arizona,Maricopa,33.661589,-112.018271
485,Arizona,Maricopa,33.754808,-111.988745
486,Arizona,Maricopa,33.645316,-112.144237
487,Arizona,Maricopa,33.554442,-112.060275
488,Arizona,Maricopa,33.658249,-112.119675
489,Arizona,Maricopa,33.737975,-112.11173
490,Arizona,Maricopa,33.54247,-112.102481
491,Arizona,Maricopa,33.684822,-112.018356
492,Arizona,Maricopa,33.481536,-112.042435
493,Arizona,Maricopa,33.851101,-112.103195
494,Arizona,Maricopa,33.315008,-112.074197
495,Arizona,Maricopa,33.622703,-112.110726
496,Arizona,Maricopa,33.493659,-112.025059
497,Arizona,Maricopa,33.459104,-112.031727
498,Arizona,Maricopa,33.59395,-112.126512
499,Arizona,Maricopa,33.564398,-111.984534
500,Arizona,Maricopa,33.476385,-112.076725
501,Arizona,Maricopa,33.614124,-112.139052
502,Arizona,Maricopa,33.647109,-112.073259
503,Arizona,Maricopa,33.642135,-112.132929
504,Arizona,Maricopa,33.51904,-112.036169
505,Arizona,Maricopa,33.298462,-112.052727
506,Arizona,Maricopa,33.368917,-112.035626
507,Arizona,Maricopa,33.298709,-111.993051
508,Arizona,Maricopa,33.637633,-112.163053
509,Arizona,Maricopa,33.400369,-112.039956
510,Arizona,Maricopa,33.508244,-112.169899
511,Arizona,Maricopa,33.800987,-112.110306
512,Arizona,Maricopa,33.362254,-112.062212
513,Arizona,Maricopa,33.507399,-112.133513
514,Arizona,Maricopa,33.573763,-112.02721
515,Arizona,Maricopa,33.607555,-112.025909
516,Arizona,Maricopa,33.486444,-112.001261
517,Arizona,Maricopa,33.804177,-112.056055
518,Arizona,Maricopa,33.477919,-112.081483
519,Arizona,Maricopa,33.305897,-112.012532
520,Arizona,Maricopa,33.64803,-112.040162
521,Arizona,Maricopa,33.397853,-112.089102
522,Arizona,Maricopa,33.502731,-112.093068
523,Arizona,Maricopa,33.457066,-112.127552
524,Arizona,Maricopa,33.357118,-112.066415
525,Arizona,Maricopa,33.661589,-112.018271
526,Arizona,Maricopa,33.754808,-111.988745
527,Arizona,Maricopa,33.645316,-112.144237
528,Arizona,Maricopa,33.554442,-112.060275
529,Arizona,Maricopa,33.658249,-112.119675
530,Arizona,Maricopa,33.737975,-112.11173
531,Arizona,Maricopa,33.54247,-112.102481
532,Arizona,Maricopa,33.684822,-112.018356
533,Arizona,Maricopa,33.713491,-112.163046
534,Arizona,Maricopa,33.851101,-112.103195
535,Arizona,Maricopa,33.315008,-112.074197
536,Arizona,Maricopa,33.622703,-112.110726
537,Arizona,Maricopa,33.493659,-112.025059
538,Arizona,Maricopa,33.459104,-112.031727
539,Arizona,Maricopa,33.59395,-112.126512
540,Arizona,Maricopa,33.642135,-112.132929
541,Arizona,Maricopa,33.476385,-112.076725
542,Arizona,Maricopa,33.564398,-111.984534
543,Arizona,Maricopa,33.647109,-112.073259
544,Arizona,Maricopa,33.614124,-112.139052
545,Arizona,Maricopa,33.51904,-112.036169
546,Arizona,Maricopa,33.368917,-112.035626
547,Arizona,Maricopa,33.298709,-111.993051
548,Arizona,Maricopa,33.298462,-112.052727
549,Arizona,Maricopa,33.637633,-112.163053
550,Arizona,Maricopa,33.400369,-112.039956
551,Arizona,Maricopa,33.508244,-112.169899
552,Arizona,Maricopa,33.800987,-112.110306
553,Arizona,Maricopa,33.362254,-112.062212
554,Arizona,Maricopa,33.507399,-112.133513
555,Arizona,Maricopa,33.573763,-112.02721
556,Arizona,Maricopa,33.607555,-112.025909
557,Arizona,Maricopa,33.486444,-112.001261
558,Arizona,Maricopa,33.804177,-112.056055
559,Arizona,Maricopa,33.477919,-112.081483
560,Arizona,Maricopa,33.305897,-112.012532
561,Arizona,Maricopa,33.64803,-112.040162
562,Arizona,Maricopa,33.397853,-112.089102
563,Arizona,Maricopa,33.502731,-112.093068
564,Arizona,Maricopa,33.457066,-112.127552
565,Arizona,Maricopa,33.357118,-112.066415
566,Arizona,Maricopa,33.661589,-112.018271
567,Arizona,Maricopa,33.754808,-111.988745
568,Arizona,Maricopa,33.645316,-112.144237
569,Arizona,Maricopa,33.554442,-112.060275
570,Arizona,Maricopa,33.658249,-112.119675
571,Arizona,Maricopa,33.737975,-112.11173
572,Arizona,Maricopa,33.54247,-112.102481
573,Arizona,Maricopa,33.684822,-112.018356
574,Arizona,Maricopa,33.713491,-112.163046
575,Arizona,Maricopa,33.583486,-112.083975
576,Arizona,Maricopa,33.315008,-112.074197
577,Arizona,Maricopa,33.622703,-112.110726
578,Arizona,Maricopa,33.493659,-112.025059
579,Arizona,Maricopa,33.459104,-112.031727
580,Arizona,Maricopa,33.59395,-112.126512
581,Arizona,Maricopa,33.642135,-112.132929
582,Arizona,Maricopa,33.476385,-112.076725
