status,list_date,list_price,price_reduced_amount,year_built,baths_3qtr,sold_date,sold_price,baths_full,name,baths_half,lot_sqft,sqft,baths,sub_type,baths_1qtr,garage,stories,beds,type
sold,2023-09-07T17:21:08.000000Z,485000.0,,1912.0,,2023-10-30,485000.0,2.0,,,,1197.0,2.0,condo,,1.0,2.0,2.0,condos
sold,2023-09-01T20:50:12.000000Z,430000.0,5000.0,2020.0,,2023-10-26,425000.0,2.0,,,2724.0,1508.0,2.0,,,2.0,2.0,2.0,single_family
sold,2023-10-27T18:23:31.000000Z,330000.0,10000.0,1997.0,,2024-01-12,318000.0,2.0,,,,1003.0,2.0,condo,,,1.0,2.0,condos
sold,2023-10-10T22:02:22.000000Z,599900.0,25100.0,1972.0,1.0,2024-01-10,570000.0,1.0,,1.0,8560.0,2754.0,3.0,,,2.0,2.0,4.0,single_family
sold,2023-10-09T20:31:12.000000Z,189000.0,,1967.0,,2023-12-29,189000.0,1.0,,,,855.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-06-22T22:59:33.000000Z,699000.0,16000.0,1967.0,1.0,2023-12-28,675000.0,2.0,,,9740.0,3384.0,3.0,,,2.0,1.0,4.0,single_family
sold,2023-11-14T15:56:54.000000Z,485000.0,,1905.0,,2023-12-21,496000.0,1.0,,1.0,43560.0,1409.0,2.0,condo,,1.0,2.0,2.0,condos
sold,2023-10-12T23:02:45.000000Z,750000.0,50000.0,,,2023-12-20,750000.0,,,,9583.0,,0.0,,,,,,land
sold,2023-11-30T16:14:04.000000Z,1275000.0,,1895.0,,2023-12-18,1250000.0,3.0,,1.0,3170.0,3306.0,4.0,,,2.0,2.0,4.0,single_family
sold,2023-09-14T18:14:26.000000Z,360000.0,9000.0,1949.0,,2023-12-15,360000.0,1.0,,,5500.0,790.0,1.0,,,,1.0,2.0,single_family
sold,2023-09-21T22:47:16.000000Z,475000.0,20000.0,2000.0,,2023-12-13,480000.0,2.0,,1.0,5885.0,1931.0,3.0,,,2.0,2.0,3.0,single_family
sold,2023-10-12T23:40:43.000000Z,385000.0,15000.0,2003.0,,2023-12-13,368000.0,2.0,,,,1019.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-09-11T22:26:00.000000Z,309998.0,30000.0,1931.0,,2023-12-11,310000.0,1.0,,,,714.0,1.0,condo,,,1.0,1.0,condos
sold,2023-11-03T15:31:52.000000Z,415000.0,,1984.0,1.0,2023-12-08,395000.0,1.0,,,,959.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-09-27T18:44:30.000000Z,549000.0,,1955.0,1.0,2023-12-06,522500.0,1.0,,,8220.0,1654.0,2.0,,,2.0,1.0,3.0,single_family
sold,2023-09-03T20:35:09.000000Z,784000.0,15000.0,1966.0,1.0,2023-12-06,784000.0,2.0,,,10454.0,2724.0,3.0,,,2.0,1.0,4.0,single_family
sold,2023-09-07T21:50:14.000000Z,419000.0,6000.0,1896.0,,2023-12-06,415000.0,1.0,,,,662.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-10-23T19:02:06.000000Z,355000.0,,1982.0,,2023-12-06,328500.0,1.0,,,,851.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-10-19T18:58:51.000000Z,487000.0,,1925.0,,2023-12-04,487000.0,2.0,,,6098.0,1766.0,2.0,,,,1.0,3.0,single_family
sold,2023-09-27T03:20:23.000000Z,539900.0,19100.0,1951.0,1.0,2023-12-01,525000.0,1.0,,,7890.0,1351.0,2.0,,,1.0,1.0,3.0,single_family
sold,2023-11-01T21:26:46.000000Z,345000.0,,1936.0,,2023-11-30,345000.0,1.0,,,1056.0,590.0,1.0,condo,,,1.0,1.0,condos
sold,2023-09-12T20:59:19.000000Z,1575000.0,,1971.0,,2023-11-30,1500000.0,2.0,,1.0,,2528.0,3.0,condo,,2.0,1.0,3.0,condos
sold,2023-09-28T13:37:45.000000Z,419900.0,,1951.0,,2023-11-30,419000.0,1.0,,,7500.0,797.0,1.0,,,1.0,1.0,2.0,single_family
sold,2023-09-30T18:56:43.000000Z,555000.0,20000.0,1999.0,1.0,2023-11-27,555000.0,1.0,,,,1041.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-09-30T21:05:11.000000Z,429000.0,,1962.0,1.0,2023-11-21,428000.0,1.0,,,7600.0,2028.0,2.0,,,1.0,1.0,5.0,single_family
sold,2023-11-22T00:14:23.000000Z,225000.0,,2015.0,,2023-11-20,225000.0,1.0,,,,778.0,1.0,condo,,,3.0,1.0,condos
sold,2023-09-07T02:41:21.000000Z,850000.0,25000.0,1957.0,,2023-11-16,823500.0,3.0,,,7320.0,2080.0,3.0,,,2.0,1.0,4.0,single_family
sold,2023-10-11T22:11:57.000000Z,1595000.0,,2015.0,2.0,2023-11-15,1550000.0,1.0,,1.0,4370.0,3563.0,4.0,,,2.0,2.0,4.0,single_family
sold,2023-07-24T20:34:54.000000Z,639000.0,10000.0,1972.0,1.0,2023-11-10,623000.0,1.0,,,10454.0,2386.0,2.0,,,2.0,2.0,4.0,single_family
sold,2023-09-09T22:20:03.000000Z,219000.0,5000.0,1973.0,,2023-11-10,219000.0,1.0,,,,634.0,1.0,condo,,2.0,1.0,1.0,condos
sold,2023-09-14T18:40:47.000000Z,390000.0,,1964.0,,2023-11-09,390000.0,2.0,,,7405.0,1824.0,2.0,,,,1.0,3.0,single_family
sold,2023-05-30T18:05:50.000000Z,775000.0,24000.0,1951.0,,2023-11-07,765000.0,3.0,,,6200.0,2015.0,3.0,,,2.0,1.0,4.0,single_family
sold,2023-09-13T14:14:10.000000Z,735000.0,4000.0,1908.0,2.0,2023-11-03,718750.0,1.0,,,4080.0,1991.0,3.0,,,,2.0,4.0,single_family
sold,2023-09-28T13:17:48.000000Z,175000.0,,1973.0,,2023-11-03,174632.0,1.0,,,,864.0,1.0,condo,,1.0,2.0,2.0,condos
sold,2023-10-11T05:41:08.000000Z,749000.0,,1955.0,1.0,2023-11-02,755000.0,2.0,,,7800.0,2231.0,3.0,,,,1.0,4.0,single_family
sold,2023-09-28T03:04:40.000000Z,1185000.0,,2011.0,,2023-11-02,1125000.0,3.0,,1.0,4275.0,3529.0,4.0,,,2.0,2.0,4.0,single_family
sold,2023-09-13T22:29:13.000000Z,460000.0,,1981.0,,2023-11-01,466000.0,1.0,,,,1080.0,1.0,condo,,1.0,1.0,2.0,condos
sold,2023-09-27T22:54:10.000000Z,550000.0,,1908.0,,2023-11-01,540000.0,1.0,,,4250.0,1178.0,1.0,,,2.0,1.0,3.0,single_family
sold,2023-09-25T17:46:04.000000Z,750000.0,,1960.0,2.0,2023-11-01,750000.0,1.0,,,10454.0,2569.0,3.0,,,2.0,1.0,3.0,single_family
sold,2023-09-07T18:41:38.000000Z,1495000.0,,2015.0,,2023-10-31,1460000.0,4.0,,1.0,3435.0,3871.0,5.0,condo,,2.0,3.0,5.0,condos
sold,2023-10-08T03:28:39.000000Z,779000.0,,1943.0,2.0,2023-10-31,779000.0,1.0,,,6250.0,1717.0,3.0,,,2.0,1.0,3.0,single_family
sold,2023-09-07T17:21:08.000000Z,485000.0,,1912.0,,2023-10-30,485000.0,2.0,,,,1197.0,2.0,condo,,1.0,2.0,2.0,condos
sold,2023-09-01T20:50:12.000000Z,430000.0,5000.0,2020.0,,2023-10-26,425000.0,2.0,,,2724.0,1508.0,2.0,,,2.0,2.0,2.0,single_family
sold,2023-06-07T01:22:58.000000Z,695000.0,25000.0,1968.0,,2023-10-26,655000.0,3.0,,,18295.0,3356.0,3.0,,,2.0,2.0,4.0,single_family
sold,2023-10-10T22:02:22.000000Z,599900.0,25100.0,1972.0,1.0,2024-01-10,570000.0,1.0,,1.0,8560.0,2754.0,3.0,,,2.0,2.0,4.0,single_family
sold,2023-10-09T20:31:12.000000Z,189000.0,,1967.0,,2023-12-29,189000.0,1.0,,,,855.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-06-22T22:59:33.000000Z,699000.0,16000.0,1967.0,1.0,2023-12-28,675000.0,2.0,,,9740.0,3384.0,3.0,,,2.0,1.0,4.0,single_family
sold,2023-11-14T15:56:54.000000Z,485000.0,,1905.0,,2023-12-21,496000.0,1.0,,1.0,43560.0,1409.0,2.0,condo,,1.0,2.0,2.0,condos
sold,2023-10-12T23:02:45.000000Z,750000.0,50000.0,,,2023-12-20,750000.0,,,,9583.0,,0.0,,,,,,land
sold,2023-11-30T16:14:04.000000Z,1275000.0,,1895.0,,2023-12-18,1250000.0,3.0,,1.0,3170.0,3306.0,4.0,,,2.0,2.0,4.0,single_family
sold,2023-09-14T18:14:26.000000Z,360000.0,9000.0,1949.0,,2023-12-15,360000.0,1.0,,,5500.0,790.0,1.0,,,,1.0,2.0,single_family
sold,2023-09-21T22:47:16.000000Z,475000.0,20000.0,2000.0,,2023-12-13,480000.0,2.0,,1.0,5885.0,1931.0,3.0,,,2.0,2.0,3.0,single_family
sold,2023-10-12T23:40:43.000000Z,385000.0,15000.0,2003.0,,2023-12-13,368000.0,2.0,,,,1019.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-09-11T22:26:00.000000Z,309998.0,30000.0,1931.0,,2023-12-11,310000.0,1.0,,,,714.0,1.0,condo,,,1.0,1.0,condos
sold,2023-11-03T15:31:52.000000Z,415000.0,,1984.0,1.0,2023-12-08,395000.0,1.0,,,,959.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-09-27T18:44:30.000000Z,549000.0,,1955.0,1.0,2023-12-06,522500.0,1.0,,,8220.0,1654.0,2.0,,,2.0,1.0,3.0,single_family
sold,2023-09-07T21:50:14.000000Z,419000.0,6000.0,1896.0,,2023-12-06,415000.0,1.0,,,,662.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-09-03T20:35:09.000000Z,784000.0,15000.0,1966.0,1.0,2023-12-06,784000.0,2.0,,,10454.0,2724.0,3.0,,,2.0,1.0,4.0,single_family
sold,2023-10-23T19:02:06.000000Z,355000.0,,1982.0,,2023-12-06,328500.0,1.0,,,,851.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-10-19T18:58:51.000000Z,487000.0,,1925.0,,2023-12-04,487000.0,2.0,,,6098.0,1766.0,2.0,,,,1.0,3.0,single_family
sold,2023-09-27T03:20:23.000000Z,539900.0,19100.0,1951.0,1.0,2023-12-01,525000.0,1.0,,,7890.0,1351.0,2.0,,,1.0,1.0,3.0,single_family
sold,2023-11-01T21:26:46.000000Z,345000.0,,1936.0,,2023-11-30,345000.0,1.0,,,1056.0,590.0,1.0,condo,,,1.0,1.0,condos
sold,2023-09-12T20:59:19.000000Z,1575000.0,,1971.0,,2023-11-30,1500000.0,2.0,,1.0,,2528.0,3.0,condo,,2.0,1.0,3.0,condos
sold,2023-09-28T13:37:45.000000Z,419900.0,,1951.0,,2023-11-30,419000.0,1.0,,,7500.0,797.0,1.0,,,1.0,1.0,2.0,single_family
sold,2023-09-30T18:56:43.000000Z,555000.0,20000.0,1999.0,1.0,2023-11-27,555000.0,1.0,,,,1041.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-09-30T21:05:11.000000Z,429000.0,,1962.0,1.0,2023-11-21,428000.0,1.0,,,7600.0,2028.0,2.0,,,1.0,1.0,5.0,single_family
sold,2023-11-22T00:14:23.000000Z,225000.0,,2015.0,,2023-11-20,225000.0,1.0,,,,778.0,1.0,condo,,,3.0,1.0,condos
sold,2023-09-07T02:41:21.000000Z,850000.0,25000.0,1957.0,,2023-11-16,823500.0,3.0,,,7320.0,2080.0,3.0,,,2.0,1.0,4.0,single_family
sold,2023-10-11T22:11:57.000000Z,1595000.0,,2015.0,2.0,2023-11-15,1550000.0,1.0,,1.0,4370.0,3563.0,4.0,,,2.0,2.0,4.0,single_family
sold,2023-07-24T20:34:54.000000Z,639000.0,10000.0,1972.0,1.0,2023-11-10,623000.0,1.0,,,10454.0,2386.0,2.0,,,2.0,2.0,4.0,single_family
sold,2023-09-09T22:20:03.000000Z,219000.0,5000.0,1973.0,,2023-11-10,219000.0,1.0,,,,634.0,1.0,condo,,2.0,1.0,1.0,condos
sold,2023-09-14T18:40:47.000000Z,390000.0,,1964.0,,2023-11-09,390000.0,2.0,,,7405.0,1824.0,2.0,,,,1.0,3.0,single_family
sold,2023-05-30T18:05:50.000000Z,775000.0,24000.0,1951.0,,2023-11-07,765000.0,3.0,,,6200.0,2015.0,3.0,,,2.0,1.0,4.0,single_family
sold,2023-09-13T14:14:10.000000Z,735000.0,4000.0,1908.0,2.0,2023-11-03,718750.0,1.0,,,4080.0,1991.0,3.0,,,,2.0,4.0,single_family
sold,2023-09-28T13:17:48.000000Z,175000.0,,1973.0,,2023-11-03,174632.0,1.0,,,,864.0,1.0,condo,,1.0,2.0,2.0,condos
sold,2023-10-11T05:41:08.000000Z,749000.0,,1955.0,1.0,2023-11-02,755000.0,2.0,,,7800.0,2231.0,3.0,,,,1.0,4.0,single_family
sold,2023-09-28T03:04:40.000000Z,1185000.0,,2011.0,,2023-11-02,1125000.0,3.0,,1.0,4275.0,3529.0,4.0,,,2.0,2.0,4.0,single_family
sold,2023-09-13T22:29:13.000000Z,460000.0,,1981.0,,2023-11-01,466000.0,1.0,,,,1080.0,1.0,condo,,1.0,1.0,2.0,condos
sold,2023-09-27T22:54:10.000000Z,550000.0,,1908.0,,2023-11-01,540000.0,1.0,,,4250.0,1178.0,1.0,,,2.0,1.0,3.0,single_family
sold,2023-09-25T17:46:04.000000Z,750000.0,,1960.0,2.0,2023-11-01,750000.0,1.0,,,10454.0,2569.0,3.0,,,2.0,1.0,3.0,single_family
sold,2023-09-07T18:41:38.000000Z,1495000.0,,2015.0,,2023-10-31,1460000.0,4.0,,1.0,3435.0,3871.0,5.0,condo,,2.0,3.0,5.0,condos
sold,2023-10-08T03:28:39.000000Z,779000.0,,1943.0,2.0,2023-10-31,779000.0,1.0,,,6250.0,1717.0,3.0,,,2.0,1.0,3.0,single_family
sold,2023-09-07T17:21:08.000000Z,485000.0,,1912.0,,2023-10-30,485000.0,2.0,,,,1197.0,2.0,condo,,1.0,2.0,2.0,condos
sold,2023-09-01T20:50:12.000000Z,430000.0,5000.0,2020.0,,2023-10-26,425000.0,2.0,,,2724.0,1508.0,2.0,,,2.0,2.0,2.0,single_family
sold,2023-06-07T01:22:58.000000Z,695000.0,25000.0,1968.0,,2023-10-26,655000.0,3.0,,,18295.0,3356.0,3.0,,,2.0,2.0,4.0,single_family
sold,2023-07-06T19:22:51.000000Z,1200000.0,50000.0,2005.0,1.0,2023-10-25,1180000.0,1.0,,,,2000.0,2.0,condo,,2.0,2.0,2.0,condos
sold,2023-08-05T17:22:34.000000Z,224900.0,5000.0,1982.0,,2024-01-12,235000.0,1.0,,1.0,8276.0,1374.0,2.0,,,,,4.0,single_family
sold,2023-12-26T17:53:26.000000Z,75000.0,,1965.0,,2024-01-12,69750.0,1.0,,,,650.0,1.0,condo,,,10.0,1.0,condos
sold,2023-10-12T17:19:00.000000Z,209100.0,400.0,1875.0,,2024-01-12,202000.0,2.0,,,,1379.0,2.0,townhouse,,1.0,2.0,2.0,townhomes
sold,2022-10-18T19:59:44.000000Z,225000.0,4900.0,1917.0,,2024-01-11,225000.0,2.0,,,5663.0,1167.0,2.0,,,1.0,,3.0,single_family
sold,2023-09-29T22:00:41.000000Z,360000.0,9000.0,1900.0,,2024-01-11,345000.0,3.0,,,6098.0,3238.0,3.0,,,,,6.0,multi_family
sold,2023-04-07T16:51:20.000000Z,259900.0,5000.0,1923.0,,2024-01-10,259900.0,2.0,,1.0,9583.0,1684.0,3.0,,,,,4.0,single_family
sold,2023-10-20T19:48:37.000000Z,239000.0,10000.0,1880.0,,2024-01-10,230000.0,1.0,,,,1102.0,1.0,condo,,2.0,1.0,2.0,condos
sold,2023-10-20T10:22:00.000000Z,295000.0,,1957.0,,2024-01-09,350000.0,2.0,,,7405.0,3006.0,2.0,,,,,6.0,multi_family
sold,2023-12-05T21:53:46.000000Z,219900.0,,1927.0,,2024-01-08,282000.0,2.0,,,6098.0,2654.0,2.0,,,2.0,,4.0,multi_family
sold,2023-06-07T15:27:32.000000Z,575000.0,24000.0,1900.0,,2024-01-05,542500.0,6.0,,,8712.0,5553.0,6.0,,,,,12.0,multi_family
sold,2023-07-07T22:47:57.000000Z,450000.0,,1929.0,,2024-01-05,450000.0,3.0,,,7405.0,3834.0,3.0,,,3.0,,7.0,multi_family
sold,2023-06-02T13:14:41.000000Z,207140.0,,1950.0,,2024-01-05,215000.0,1.0,,,8712.0,1540.0,1.0,,,1.0,,4.0,single_family
sold,2023-10-21T18:31:52.000000Z,350000.0,,1910.0,,2024-01-05,362500.0,2.0,,,7405.0,4592.0,2.0,,,,,8.0,multi_family
sold,2023-08-29T17:33:03.000000Z,275000.0,20000.0,1880.0,,2024-01-05,227000.0,,,,7405.0,4512.0,,,,,,,multi_family
sold,2023-11-09T16:26:30.000000Z,450000.0,,1925.0,,2024-01-04,425000.0,3.0,,,8276.0,3642.0,3.0,,,,,5.0,single_family
sold,2023-11-25T10:56:37.000000Z,235216.0,,1951.0,,2024-01-02,265000.0,2.0,,,8712.0,1810.0,2.0,,,,,3.0,single_family
sold,2023-11-09T17:53:15.000000Z,319900.0,,1950.0,,2024-01-02,305000.0,2.0,,,12197.0,1984.0,2.0,,,,,4.0,single_family
sold,2023-10-09T17:02:34.000000Z,62000.0,3000.0,1965.0,,2023-12-29,60000.0,1.0,,,,546.0,1.0,condo,,,1.0,1.0,condos
sold,2023-08-26T01:40:10.000000Z,135000.0,15000.0,1920.0,,2023-12-29,137000.0,2.0,,1.0,,1419.0,3.0,townhouse,,,2.0,3.0,townhomes
sold,2023-10-06T16:18:13.000000Z,74900.0,,1958.0,,2023-12-29,65000.0,1.0,,,,654.0,1.0,condo,,1.0,3.0,2.0,condos
sold,2023-11-29T15:24:53.000000Z,299900.0,,1969.0,,2023-12-29,350000.0,2.0,,,7841.0,2772.0,2.0,,,2.0,,5.0,multi_family
sold,2023-03-04T00:18:05.000000Z,465000.0,,1915.0,,2023-12-28,440000.0,3.0,,,6534.0,5304.0,3.0,,,3.0,,9.0,multi_family
sold,2023-11-15T18:26:54.000000Z,65000.0,,1965.0,,2023-12-27,57000.0,1.0,,,,640.0,1.0,condo,,,,1.0,condos
sold,2023-05-31T18:51:34.000000Z,245000.0,,1922.0,,2023-12-27,230000.0,2.0,,,7841.0,1728.0,2.0,,,2.0,,5.0,multi_family
sold,2023-08-02T00:47:47.000000Z,379999.0,19901.0,1921.0,,2023-12-26,350000.0,3.0,,,6098.0,3804.0,3.0,,,,,9.0,multi_family
sold,2023-09-23T03:44:16.000000Z,341500.0,,1930.0,,2023-12-26,280000.0,2.0,,,5663.0,1680.0,2.0,,,1.0,,4.0,multi_family
sold,2023-10-05T19:06:39.000000Z,365000.0,,1922.0,,2023-12-23,370000.0,3.0,,,6970.0,2970.0,3.0,,,3.0,,6.0,multi_family
sold,2023-03-27T14:26:49.000000Z,2350000.0,,1920.0,,2023-12-22,1200000.0,,,,20038.0,32106.0,,,,,,,multi_family
sold,2023-08-16T14:55:17.000000Z,313000.0,,1895.0,,2023-12-22,300000.0,3.0,,,2178.0,2736.0,3.0,,,,,6.0,multi_family
sold,2023-08-15T02:46:08.000000Z,359900.0,,1900.0,,2023-12-22,360000.0,2.0,,1.0,10019.0,2074.0,3.0,,,,,6.0,multi_family
sold,2023-08-30T21:58:10.000000Z,599900.0,,1910.0,,2023-12-22,610000.0,6.0,,,6534.0,5100.0,6.0,,,,,12.0,multi_family
sold,2023-07-13T16:09:09.000000Z,135000.0,,1988.0,,2023-12-22,123000.0,2.0,,,,975.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-07-29T19:26:30.000000Z,340000.0,,1920.0,,2023-12-21,325000.0,4.0,,,4356.0,4496.0,4.0,,,,,9.0,multi_family
sold,2023-10-12T20:51:35.000000Z,310000.0,,1923.0,,2023-12-21,300000.0,2.0,,,10890.0,1894.0,2.0,,,1.0,,3.0,single_family
sold,2023-07-13T17:33:36.000000Z,65000.0,4999.0,1965.0,,2023-12-21,65000.0,1.0,,,,650.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-09-02T01:02:11.000000Z,384900.0,,1913.0,,2023-12-21,380000.0,3.0,,,8712.0,2498.0,3.0,,,,,7.0,multi_family
sold,2023-11-01T18:18:07.000000Z,249925.0,11325.0,1943.0,,2023-12-21,261250.0,1.0,,,4792.0,1042.0,1.0,,,,,4.0,single_family
sold,2023-07-21T16:40:49.000000Z,725000.0,,1919.0,,2023-12-19,635000.0,4.0,,3.0,7405.0,8010.0,7.0,,,3.0,,10.0,multi_family
sold,2023-10-03T02:37:39.000000Z,45000.0,,,,2023-12-19,25000.0,,,,5227.0,,,,,,,,land
sold,2023-10-26T20:29:31.000000Z,299900.0,30000.0,1895.0,,2023-12-18,303000.0,3.0,,,6098.0,2315.0,3.0,,,,,6.0,multi_family
sold,2023-11-08T15:15:50.000000Z,210000.0,,1923.0,,2023-12-15,307000.0,1.0,,,5227.0,6930.0,1.0,,,,,2.0,multi_family
sold,2023-10-19T02:09:01.000000Z,284000.0,,1926.0,,2023-12-15,285000.0,2.0,,,6098.0,3696.0,2.0,,,2.0,,4.0,multi_family
sold,2023-08-05T17:22:34.000000Z,224900.0,5000.0,1982.0,,2024-01-12,235000.0,1.0,,1.0,8276.0,1374.0,2.0,,,,,4.0,single_family
sold,2023-10-12T17:19:00.000000Z,209100.0,400.0,1875.0,,2024-01-12,202000.0,2.0,,,,1379.0,2.0,townhouse,,1.0,2.0,2.0,townhomes
sold,2022-10-18T19:59:44.000000Z,225000.0,4900.0,1917.0,,2024-01-11,225000.0,2.0,,,5663.0,1167.0,2.0,,,1.0,,3.0,single_family
sold,2023-09-29T22:00:41.000000Z,360000.0,9000.0,1900.0,,2024-01-11,345000.0,3.0,,,6098.0,3238.0,3.0,,,,,6.0,multi_family
sold,2023-04-07T16:51:20.000000Z,259900.0,5000.0,1923.0,,2024-01-10,259900.0,2.0,,1.0,9583.0,1684.0,3.0,,,,,4.0,single_family
sold,2023-10-20T19:48:37.000000Z,239000.0,10000.0,1880.0,,2024-01-10,230000.0,1.0,,,,1102.0,1.0,condo,,2.0,1.0,2.0,condos
sold,2023-10-20T10:22:00.000000Z,295000.0,,1957.0,,2024-01-09,350000.0,2.0,,,7405.0,3006.0,2.0,,,,,6.0,multi_family
sold,2023-12-05T21:53:46.000000Z,219900.0,,1927.0,,2024-01-08,282000.0,2.0,,,6098.0,2654.0,2.0,,,2.0,,4.0,multi_family
sold,2023-06-07T15:27:32.000000Z,575000.0,24000.0,1900.0,,2024-01-05,542500.0,6.0,,,8712.0,5553.0,6.0,,,,,12.0,multi_family
sold,2023-07-07T22:47:57.000000Z,450000.0,,1929.0,,2024-01-05,450000.0,3.0,,,7405.0,3834.0,3.0,,,3.0,,7.0,multi_family
sold,2023-06-02T13:14:41.000000Z,207140.0,,1950.0,,2024-01-05,215000.0,1.0,,,8712.0,1540.0,1.0,,,1.0,,4.0,single_family
sold,2023-10-21T18:31:52.000000Z,350000.0,,1910.0,,2024-01-05,362500.0,2.0,,,7405.0,4592.0,2.0,,,,,8.0,multi_family
sold,2023-08-29T17:33:03.000000Z,275000.0,20000.0,1880.0,,2024-01-05,227000.0,,,,7405.0,4512.0,,,,,,,multi_family
sold,2023-11-09T16:26:30.000000Z,450000.0,,1925.0,,2024-01-04,425000.0,3.0,,,8276.0,3642.0,3.0,,,,,5.0,single_family
sold,2023-11-25T10:56:37.000000Z,235216.0,,1951.0,,2024-01-02,265000.0,2.0,,,8712.0,1810.0,2.0,,,,,3.0,single_family
sold,2023-11-09T17:53:15.000000Z,319900.0,,1950.0,,2024-01-02,305000.0,2.0,,,12197.0,1984.0,2.0,,,,,4.0,single_family
sold,2023-10-09T17:02:34.000000Z,62000.0,3000.0,1965.0,,2023-12-29,60000.0,1.0,,,,546.0,1.0,condo,,,1.0,1.0,condos
sold,2023-08-26T01:40:10.000000Z,135000.0,15000.0,1920.0,,2023-12-29,137000.0,2.0,,1.0,,1419.0,3.0,townhouse,,,2.0,3.0,townhomes
sold,2023-10-06T16:18:13.000000Z,74900.0,,1958.0,,2023-12-29,65000.0,1.0,,,,654.0,1.0,condo,,1.0,3.0,2.0,condos
sold,2023-11-29T15:24:53.000000Z,299900.0,,1969.0,,2023-12-29,350000.0,2.0,,,7841.0,2772.0,2.0,,,2.0,,5.0,multi_family
sold,2023-03-04T00:18:05.000000Z,465000.0,,1915.0,,2023-12-28,440000.0,3.0,,,6534.0,5304.0,3.0,,,3.0,,9.0,multi_family
sold,2023-11-15T18:26:54.000000Z,65000.0,,1965.0,,2023-12-27,57000.0,1.0,,,,640.0,1.0,condo,,,,1.0,condos
sold,2023-05-31T18:51:34.000000Z,245000.0,,1922.0,,2023-12-27,230000.0,2.0,,,7841.0,1728.0,2.0,,,2.0,,5.0,multi_family
sold,2023-08-02T00:47:47.000000Z,379999.0,19901.0,1921.0,,2023-12-26,350000.0,3.0,,,6098.0,3804.0,3.0,,,,,9.0,multi_family
sold,2023-09-23T03:44:16.000000Z,341500.0,,1930.0,,2023-12-26,280000.0,2.0,,,5663.0,1680.0,2.0,,,1.0,,4.0,multi_family
sold,2023-10-05T19:06:39.000000Z,365000.0,,1922.0,,2023-12-23,370000.0,3.0,,,6970.0,2970.0,3.0,,,3.0,,6.0,multi_family
sold,2023-03-27T14:26:49.000000Z,2350000.0,,1920.0,,2023-12-22,1200000.0,,,,20038.0,32106.0,,,,,,,multi_family
sold,2023-08-16T14:55:17.000000Z,313000.0,,1895.0,,2023-12-22,300000.0,3.0,,,2178.0,2736.0,3.0,,,,,6.0,multi_family
sold,2023-08-15T02:46:08.000000Z,359900.0,,1900.0,,2023-12-22,360000.0,2.0,,1.0,10019.0,2074.0,3.0,,,,,6.0,multi_family
sold,2023-08-30T21:58:10.000000Z,599900.0,,1910.0,,2023-12-22,610000.0,6.0,,,6534.0,5100.0,6.0,,,,,12.0,multi_family
sold,2023-07-13T16:09:09.000000Z,135000.0,,1988.0,,2023-12-22,123000.0,2.0,,,,975.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-07-29T19:26:30.000000Z,340000.0,,1920.0,,2023-12-21,325000.0,4.0,,,4356.0,4496.0,4.0,,,,,9.0,multi_family
sold,2023-10-12T20:51:35.000000Z,310000.0,,1923.0,,2023-12-21,300000.0,2.0,,,10890.0,1894.0,2.0,,,1.0,,3.0,single_family
sold,2023-07-13T17:33:36.000000Z,65000.0,4999.0,1965.0,,2023-12-21,65000.0,1.0,,,,650.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-09-02T01:02:11.000000Z,384900.0,,1913.0,,2023-12-21,380000.0,3.0,,,8712.0,2498.0,3.0,,,,,7.0,multi_family
sold,2023-11-01T18:18:07.000000Z,249925.0,11325.0,1943.0,,2023-12-21,261250.0,1.0,,,4792.0,1042.0,1.0,,,,,4.0,single_family
sold,2023-07-21T16:40:49.000000Z,725000.0,,1919.0,,2023-12-19,635000.0,4.0,,3.0,7405.0,8010.0,7.0,,,3.0,,10.0,multi_family
sold,2023-10-03T02:37:39.000000Z,45000.0,,,,2023-12-19,25000.0,,,,5227.0,,,,,,,,land
sold,2023-10-26T20:29:31.000000Z,299900.0,30000.0,1895.0,,2023-12-18,303000.0,3.0,,,6098.0,2315.0,3.0,,,,,6.0,multi_family
sold,2023-11-08T15:15:50.000000Z,210000.0,,1923.0,,2023-12-15,307000.0,1.0,,,5227.0,6930.0,1.0,,,,,2.0,multi_family
sold,2023-10-19T02:09:01.000000Z,284000.0,,1926.0,,2023-12-15,285000.0,2.0,,,6098.0,3696.0,2.0,,,2.0,,4.0,multi_family
