status,list_date,list_price,price_reduced_amount,year_built,baths_3qtr,sold_date,sold_price,baths_full,name,baths_half,lot_sqft,sqft,baths,sub_type,baths_1qtr,garage,stories,beds,type
sold,2023-09-29T14:40:04.000000Z,925000.0,24000.0,1910.0,,2024-01-12,910000.0,1.0,,,,880.0,1.0,condo,,,1.0,2.0,condos
sold,2023-01-02T16:27:09.000000Z,3999999.0,488001.0,1988.0,,2024-01-12,3999999.0,2.0,,1.0,2126.0,2126.0,3.0,condo,,1.0,1.0,2.0,condos
sold,2023-11-28T15:55:07.000000Z,40000.0,6000.0,1900.0,,2024-01-12,40000.0,,,,,,,condo,,,,0.0,condos
sold,2023-11-27T14:47:12.000000Z,2300000.0,,1920.0,,2024-01-12,2350000.0,6.0,,,5990.0,5472.0,6.0,,,,10.0,12.0,multi_family
sold,2024-01-12T21:13:20.000000Z,549000.0,,1945.0,,2024-01-12,621000.0,1.0,,,10454.0,999.0,1.0,,,1.0,,2.0,single_family
sold,2023-12-05T22:15:10.000000Z,1350000.0,,1900.0,,2024-01-12,1437500.0,2.0,,,,1698.0,2.0,condo,,,3.0,3.0,condos
sold,2023-08-15T19:19:35.000000Z,1199000.0,91000.0,2006.0,,2024-01-12,1100000.0,1.0,,1.0,1132.0,1132.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-10-23T19:31:47.000000Z,1275000.0,,2020.0,,2024-01-12,1279000.0,1.0,,,,842.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-09-07T07:35:57.000000Z,430000.0,10000.0,1900.0,,2024-01-11,420000.0,1.0,,,,791.0,1.0,condo,,,1.0,2.0,condos
sold,2024-01-11T18:13:19.000000Z,999999.0,,1917.0,,2024-01-11,1000000.0,2.0,,,8600.0,2496.0,2.0,,,2.0,3.0,5.0,multi_family
sold,2023-10-13T04:47:02.000000Z,599900.0,,1925.0,,2024-01-11,589000.0,1.0,,1.0,3200.0,1810.0,2.0,,,,,5.0,single_family
sold,2023-11-09T17:34:23.000000Z,564900.0,14100.0,1910.0,,2024-01-11,550000.0,1.0,,,9583.0,1055.0,1.0,condo,,,1.0,2.0,condos
sold,2023-09-29T14:04:46.000000Z,499900.0,40000.0,1900.0,,2024-01-11,490000.0,1.0,,,,882.0,1.0,condo,,,1.0,2.0,condos
sold,2023-11-20T20:37:28.000000Z,600000.0,,1920.0,,2024-01-11,670000.0,3.0,,,5575.0,2964.0,3.0,,,,,8.0,single_family
sold,2023-11-01T13:44:11.000000Z,595000.0,5000.0,1890.0,,2024-01-11,585000.0,1.0,,1.0,,1238.0,2.0,condo,,,1.0,3.0,condos
sold,2023-03-21T12:26:29.000000Z,2395000.0,155000.0,2018.0,,2024-01-10,2300000.0,2.0,,1.0,,1494.0,3.0,condo,,2.0,1.0,3.0,condos
sold,2023-10-26T16:20:16.000000Z,1750000.0,,1938.0,,2024-01-10,1760000.0,3.0,,1.0,10454.0,3571.0,4.0,,,2.0,,4.0,single_family
sold,2023-12-09T16:31:01.000000Z,479000.0,,1910.0,,2024-01-10,485000.0,1.0,,,3500.0,1023.0,1.0,condo,,,1.0,1.0,condos
sold,2023-11-17T00:35:03.000000Z,499900.0,,1966.0,,2024-01-10,556000.0,1.0,,1.0,2597.0,1274.0,2.0,,,,,3.0,single_family
sold,2023-11-30T18:51:39.000000Z,669000.0,,1925.0,,2024-01-10,665000.0,2.0,,1.0,,1359.0,3.0,condo,,,2.0,3.0,condos
sold,2023-04-04T23:31:04.000000Z,2299000.0,100000.0,2006.0,,2024-01-10,2100000.0,2.0,,1.0,,1840.0,3.0,condo,,,1.0,2.0,condos
sold,2024-01-16T02:13:19.000000Z,615000.0,,2018.0,,2024-01-10,560000.0,1.0,,,,736.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-08-24T21:19:41.000000Z,709000.0,10000.0,1989.0,,2024-01-10,675000.0,2.0,,,1200.0,1200.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-10-04T14:53:13.000000Z,795000.0,15000.0,1910.0,,2024-01-10,770000.0,1.0,,,,790.0,1.0,condo,,,1.0,1.0,condos
sold,2023-11-06T17:46:50.000000Z,1224900.0,,1905.0,,2024-01-09,1100000.0,4.0,,,3641.0,5119.0,4.0,,,,6.0,9.0,multi_family
sold,2023-11-01T14:04:57.000000Z,999999.0,100001.0,1905.0,,2024-01-09,1000000.0,3.0,,1.0,3600.0,4408.0,4.0,,,1.0,3.0,11.0,multi_family
sold,2023-10-19T20:41:07.000000Z,1800000.0,,1900.0,,2024-01-09,1465000.0,3.0,,,2342.0,4095.0,3.0,,,,6.0,5.0,multi_family
sold,2024-01-16T20:13:20.000000Z,579000.0,,2018.0,,2024-01-16,558000.0,1.0,,,,662.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2024-01-16T19:13:20.000000Z,2125000.0,,2021.0,,2024-01-16,2125000.0,2.0,,1.0,,1541.0,3.0,condo,,2.0,1.0,2.0,condos
sold,2023-10-11T14:56:38.000000Z,12500000.0,,2008.0,,2024-01-16,12500000.0,2.0,,1.0,3392.0,3392.0,3.0,condo,,2.0,1.0,3.0,condos
sold,2023-11-11T20:37:24.000000Z,340000.0,10000.0,1965.0,,2024-01-16,335000.0,1.0,,,470.0,470.0,1.0,condo,,,1.0,1.0,condos
sold,2024-01-17T03:13:21.000000Z,1244000.0,,1920.0,,2024-01-16,1159000.0,1.0,,,1497.0,1497.0,1.0,condo,,2.0,1.0,1.0,condos
sold,2023-09-05T20:03:38.000000Z,1649000.0,100000.0,1904.0,,2024-01-16,1560000.0,2.0,,,,1450.0,2.0,condo,,,1.0,3.0,condos
sold,2024-01-16T23:13:19.000000Z,640000.0,,1920.0,,2024-01-16,637500.0,2.0,,,,1015.0,2.0,condo,,,1.0,2.0,condos
sold,2023-09-21T22:27:08.000000Z,1075000.0,74000.0,1875.0,,2024-01-16,950000.0,1.0,,1.0,,1528.0,2.0,condo,,,2.0,3.0,condos
sold,2023-10-10T16:00:21.000000Z,1950000.0,200000.0,2003.0,,2024-01-15,1925000.0,2.0,,1.0,2029.0,2029.0,3.0,condo,,1.0,1.0,3.0,condos
sold,2023-09-06T13:47:19.000000Z,629900.0,,1910.0,,2024-01-12,610000.0,1.0,,,640.0,643.0,1.0,condo,,,1.0,2.0,condos
sold,2023-10-26T20:40:21.000000Z,849000.0,,1920.0,,2024-01-12,825000.0,3.0,,,6600.0,3000.0,3.0,,,1.0,6.0,7.0,multi_family
sold,2024-01-16T14:13:19.000000Z,875000.0,,1900.0,,2024-01-12,891000.0,3.0,,,4540.0,3601.0,3.0,,,,6.0,7.0,multi_family
sold,2023-10-25T17:31:11.000000Z,370000.0,,1935.0,,2024-01-12,360000.0,1.0,,,6297.0,526.0,1.0,condo,,,1.0,1.0,condos
sold,2023-11-04T16:50:31.000000Z,425000.0,15000.0,1920.0,,2024-01-12,400000.0,1.0,,,2404.0,1052.0,1.0,,,,,3.0,single_family
sold,2023-09-29T14:40:04.000000Z,925000.0,24000.0,1910.0,,2024-01-12,910000.0,1.0,,,,880.0,1.0,condo,,,1.0,2.0,condos
sold,2023-11-28T15:55:07.000000Z,40000.0,6000.0,1900.0,,2024-01-12,40000.0,,,,,,,condo,,,,0.0,condos
sold,2023-11-27T14:47:12.000000Z,2300000.0,,1920.0,,2024-01-12,2350000.0,6.0,,,5990.0,5472.0,6.0,,,,10.0,12.0,multi_family
sold,2023-01-02T16:27:09.000000Z,3999999.0,488001.0,1988.0,,2024-01-12,3999999.0,2.0,,1.0,2126.0,2126.0,3.0,condo,,1.0,1.0,2.0,condos
sold,2024-01-12T21:13:20.000000Z,549000.0,,1945.0,,2024-01-12,621000.0,1.0,,,10454.0,999.0,1.0,,,1.0,,2.0,single_family
sold,2023-12-05T22:15:10.000000Z,1350000.0,,1900.0,,2024-01-12,1437500.0,2.0,,,,1698.0,2.0,condo,,,3.0,3.0,condos
sold,2023-08-15T19:19:35.000000Z,1199000.0,91000.0,2006.0,,2024-01-12,1100000.0,1.0,,1.0,1132.0,1132.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-10-23T19:31:47.000000Z,1275000.0,,2020.0,,2024-01-12,1279000.0,1.0,,,,842.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2024-01-11T18:13:19.000000Z,999999.0,,1917.0,,2024-01-11,1000000.0,2.0,,,8600.0,2496.0,2.0,,,2.0,3.0,5.0,multi_family
sold,2023-10-13T04:47:02.000000Z,599900.0,,1925.0,,2024-01-11,589000.0,1.0,,1.0,3200.0,1810.0,2.0,,,,,5.0,single_family
sold,2023-09-07T07:35:57.000000Z,430000.0,10000.0,1900.0,,2024-01-11,420000.0,1.0,,,,791.0,1.0,condo,,,1.0,2.0,condos
sold,2023-11-09T17:34:23.000000Z,564900.0,14100.0,1910.0,,2024-01-11,550000.0,1.0,,,9583.0,1055.0,1.0,condo,,,1.0,2.0,condos
sold,2023-09-29T14:04:46.000000Z,499900.0,40000.0,1900.0,,2024-01-11,490000.0,1.0,,,,882.0,1.0,condo,,,1.0,2.0,condos
sold,2023-11-20T20:37:28.000000Z,600000.0,,1920.0,,2024-01-11,670000.0,3.0,,,5575.0,2964.0,3.0,,,,,8.0,single_family
sold,2023-11-01T13:44:11.000000Z,595000.0,5000.0,1890.0,,2024-01-11,585000.0,1.0,,1.0,,1238.0,2.0,condo,,,1.0,3.0,condos
sold,2023-03-21T12:26:29.000000Z,2395000.0,155000.0,2018.0,,2024-01-10,2300000.0,2.0,,1.0,,1494.0,3.0,condo,,2.0,1.0,3.0,condos
sold,2023-10-26T16:20:16.000000Z,1750000.0,,1938.0,,2024-01-10,1760000.0,3.0,,1.0,10454.0,3571.0,4.0,,,2.0,,4.0,single_family
sold,2023-12-09T16:31:01.000000Z,479000.0,,1910.0,,2024-01-10,485000.0,1.0,,,3500.0,1023.0,1.0,condo,,,1.0,1.0,condos
sold,2023-11-17T00:35:03.000000Z,499900.0,,1966.0,,2024-01-10,556000.0,1.0,,1.0,2597.0,1274.0,2.0,,,,,3.0,single_family
sold,2023-11-30T18:51:39.000000Z,669000.0,,1925.0,,2024-01-10,665000.0,2.0,,1.0,,1359.0,3.0,condo,,,2.0,3.0,condos
sold,2023-04-04T23:31:04.000000Z,2299000.0,100000.0,2006.0,,2024-01-10,2100000.0,2.0,,1.0,,1840.0,3.0,condo,,,1.0,2.0,condos
sold,2024-01-16T02:13:19.000000Z,615000.0,,2018.0,,2024-01-10,560000.0,1.0,,,,736.0,1.0,condo,,1.0,1.0,1.0,condos
sold,2023-08-24T21:19:41.000000Z,709000.0,10000.0,1989.0,,2024-01-10,675000.0,2.0,,,1200.0,1200.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-10-04T14:53:13.000000Z,795000.0,15000.0,1910.0,,2024-01-10,770000.0,1.0,,,,790.0,1.0,condo,,,1.0,1.0,condos
sold,2023-11-06T17:46:50.000000Z,1224900.0,,1905.0,,2024-01-09,1100000.0,4.0,,,3641.0,5119.0,4.0,,,,6.0,9.0,multi_family
sold,2023-11-01T14:04:57.000000Z,999999.0,100001.0,1905.0,,2024-01-09,1000000.0,3.0,,1.0,3600.0,4408.0,4.0,,,1.0,3.0,11.0,multi_family
sold,2023-10-19T20:41:07.000000Z,1800000.0,,1900.0,,2024-01-09,1465000.0,3.0,,,2342.0,4095.0,3.0,,,,6.0,5.0,multi_family
sold,2024-01-12T23:13:20.000000Z,2000000.0,,1890.0,,2024-01-09,1690000.0,3.0,,1.0,897.0,2952.0,4.0,,,,8.0,6.0,multi_family
sold,2023-10-16T14:08:21.000000Z,1550000.0,150000.0,1900.0,,2024-01-16,1500000.0,4.0,,,2415.0,2760.0,4.0,townhouse,,,4.0,6.0,townhomes
sold,2023-10-12T04:13:45.000000Z,1550000.0,150000.0,1900.0,,2024-01-16,1500000.0,,,,2415.0,2760.0,,,,,,5.0,multi_family
sold,2023-11-28T05:13:01.000000Z,625000.0,,2008.0,,2024-01-12,635000.0,2.0,,,,1945.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-12-02T05:13:42.000000Z,380000.0,,2002.0,,2024-01-12,375000.0,3.0,,,,1640.0,3.0,condo,,,2.0,3.0,condos
sold,2023-12-14T01:53:59.000000Z,425000.0,,1965.0,,2024-01-12,433000.0,2.0,,,9000.0,1612.0,2.0,,,,1.0,3.0,single_family
sold,2023-01-20T05:14:03.000000Z,275000.0,,,,2024-01-12,224825.0,,,,64226.0,,0.0,,,,,,land
sold,2023-11-14T05:14:35.000000Z,800000.0,,1986.0,,2024-01-12,810000.0,2.0,,1.0,85813.0,2774.0,3.0,,,2.0,3.0,5.0,single_family
sold,2023-07-22T01:11:01.000000Z,599900.0,30100.0,1978.0,,2024-01-11,599000.0,3.0,,,15660.0,2164.0,3.0,,,,2.0,4.0,single_family
sold,2023-09-27T14:37:51.000000Z,787000.0,,1986.0,,2024-01-11,777000.0,4.0,,,33105.0,4148.0,4.0,,,,1.0,6.0,single_family
sold,2023-12-19T14:31:42.000000Z,525000.0,,1992.0,,2024-01-11,460000.0,2.0,,1.0,7500.0,2380.0,3.0,,,2.0,3.0,3.0,single_family
sold,2023-12-06T00:47:17.000000Z,299900.0,,1999.0,,2024-01-10,289900.0,2.0,,1.0,,1620.0,3.0,condo,,,3.0,3.0,condos
sold,2023-09-28T15:07:40.000000Z,649000.0,,1960.0,,2024-01-09,625000.0,2.0,,,8470.0,1690.0,2.0,,,,4.0,4.0,single_family
sold,2023-09-14T04:15:24.000000Z,7950000.0,345000.0,1997.0,,2024-01-09,7400000.0,6.0,,2.0,266587.0,9571.0,8.0,,,2.0,4.0,5.0,single_family
sold,2023-09-28T19:07:03.000000Z,400000.0,10000.0,1981.0,,2024-01-09,380000.0,2.0,,1.0,3652.0,1649.0,3.0,townhouse,,,3.0,4.0,townhomes
sold,2023-12-13T22:23:57.000000Z,985000.0,,1953.0,,2024-01-09,985000.0,2.0,,,15483.0,1848.0,2.0,,,,2.0,4.0,single_family
sold,2023-11-30T05:12:52.000000Z,555000.0,,1983.0,,2024-01-08,555000.0,2.0,,,5850.0,1272.0,2.0,,,1.0,3.0,3.0,single_family
sold,2023-11-04T18:34:53.000000Z,450000.0,,1961.0,,2024-01-08,452500.0,2.0,,,19115.0,1713.0,2.0,,,,2.0,3.0,single_family
sold,2023-11-30T14:36:28.000000Z,414900.0,35000.0,1992.0,,2024-01-05,410000.0,2.0,,,2160.0,1234.0,2.0,townhouse,,1.0,1.0,2.0,townhomes
sold,2023-10-06T04:16:41.000000Z,600000.0,50000.0,1900.0,,2024-01-05,555000.0,3.0,,,39204.0,3800.0,3.0,,,,4.0,4.0,single_family
sold,2023-09-28T04:18:31.000000Z,589999.0,9901.0,2013.0,,2024-01-04,580000.0,3.0,,1.0,2312.0,2980.0,4.0,townhouse,,2.0,3.0,3.0,townhomes
sold,2023-11-20T05:12:39.000000Z,375000.0,,1977.0,,2024-01-02,370000.0,2.0,,1.0,1206.0,1518.0,3.0,townhouse,,,2.0,3.0,townhomes
sold,2023-12-09T16:35:05.000000Z,450000.0,,1965.0,,2023-12-29,450000.0,2.0,,,11165.0,1100.0,2.0,,,1.0,2.0,4.0,single_family
sold,2023-11-16T13:15:52.000000Z,375000.0,,1996.0,,2023-12-28,372500.0,2.0,,,,1577.0,2.0,condo,,,2.0,2.0,condos
sold,2023-11-18T10:50:32.000000Z,699000.0,,1969.0,,2023-12-28,700000.0,3.0,,,9350.0,2400.0,3.0,,,,2.0,5.0,single_family
sold,2023-11-27T05:15:07.000000Z,325000.0,,1983.0,,2023-12-27,314000.0,1.0,,1.0,1216.0,1086.0,2.0,townhouse,,,3.0,1.0,townhomes
sold,2023-11-03T04:14:35.000000Z,459900.0,,1997.0,,2023-12-27,459900.0,3.0,,1.0,,2106.0,4.0,condo,,,3.0,3.0,condos
sold,2023-11-14T18:08:02.000000Z,365000.0,,1977.0,,2023-12-27,365000.0,2.0,,1.0,1024.0,1746.0,3.0,townhouse,,,3.0,3.0,townhomes
sold,2023-10-05T03:42:44.000000Z,535000.0,,1976.0,,2023-12-22,565000.0,2.0,,1.0,33316.0,2596.0,3.0,,,2.0,3.0,3.0,single_family
sold,2023-10-17T03:56:48.000000Z,865000.0,,1975.0,,2023-12-21,850000.0,4.0,,,61196.0,4415.0,4.0,,,2.0,2.0,4.0,single_family
sold,2023-11-30T05:12:52.000000Z,385000.0,,1947.0,,2023-12-21,450000.0,2.0,,,8030.0,1526.0,2.0,,,,2.0,3.0,single_family
sold,2023-12-08T20:43:43.000000Z,1050000.0,,1967.0,,2023-12-20,1195000.0,3.0,,,20300.0,2433.0,3.0,,,2.0,2.0,4.0,single_family
sold,2023-08-22T20:23:03.000000Z,218500.0,11500.0,1965.0,,2023-12-20,219000.0,1.0,,1.0,,1096.0,2.0,condo,,,2.0,3.0,condos
sold,2023-10-04T16:24:05.000000Z,525000.0,25000.0,1986.0,,2023-12-18,518444.0,2.0,,,,1280.0,2.0,condo,,,1.0,2.0,condos
sold,2023-11-11T05:13:42.000000Z,395000.0,,2009.0,,2023-12-18,395000.0,2.0,,,,1157.0,2.0,condo,,,1.0,2.0,condos
sold,2023-10-12T13:57:24.000000Z,430000.0,20000.0,1975.0,,2023-12-15,430000.0,2.0,,,9000.0,1860.0,2.0,,,,3.0,4.0,single_family
sold,2023-09-28T04:18:31.000000Z,935000.0,,2007.0,,2023-12-14,895000.0,4.0,,1.0,15865.0,5766.0,5.0,,,3.0,3.0,4.0,single_family
sold,2023-08-11T23:11:29.000000Z,600000.0,,1973.0,,2023-12-13,600000.0,2.0,,1.0,9000.0,2016.0,3.0,,,1.0,3.0,3.0,single_family
sold,2023-11-03T18:32:33.000000Z,279900.0,,1969.0,,2023-12-11,287500.0,2.0,,,,1016.0,2.0,condo,,,1.0,2.0,condos
sold,2023-11-14T05:14:35.000000Z,950000.0,,1974.0,,2023-12-08,999999.0,2.0,,,,1391.0,2.0,condo,,,2.0,2.0,condos
sold,2023-08-04T15:41:30.000000Z,529900.0,,1988.0,,2023-12-08,520000.0,2.0,,1.0,2040.0,2092.0,3.0,townhouse,,1.0,2.0,3.0,townhomes
sold,2023-10-06T04:16:41.000000Z,449900.0,20000.0,1965.0,,2023-12-08,430000.0,1.0,,,10000.0,2580.0,1.0,,,,2.0,2.0,single_family
sold,2023-11-04T03:50:24.000000Z,540000.0,,1978.0,,2023-12-08,550000.0,3.0,,,15028.0,1590.0,3.0,,,2.0,2.0,4.0,single_family
sold,2023-10-12T04:13:45.000000Z,1550000.0,150000.0,1900.0,,2024-01-16,1500000.0,,,,2415.0,2760.0,,,,,,5.0,multi_family
sold,2023-11-28T05:13:01.000000Z,625000.0,,2008.0,,2024-01-12,635000.0,2.0,,,,1945.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-12-02T05:13:42.000000Z,380000.0,,2002.0,,2024-01-12,375000.0,3.0,,,,1640.0,3.0,condo,,,2.0,3.0,condos
sold,2023-12-14T01:53:59.000000Z,425000.0,,1965.0,,2024-01-12,433000.0,2.0,,,9000.0,1612.0,2.0,,,,1.0,3.0,single_family
sold,2023-01-20T05:14:03.000000Z,275000.0,,,,2024-01-12,224825.0,,,,64226.0,,0.0,,,,,,land
sold,2023-11-14T05:14:35.000000Z,800000.0,,1986.0,,2024-01-12,810000.0,2.0,,1.0,85813.0,2774.0,3.0,,,2.0,3.0,5.0,single_family
sold,2023-07-22T01:11:01.000000Z,599900.0,30100.0,1978.0,,2024-01-11,599000.0,3.0,,,15660.0,2164.0,3.0,,,,2.0,4.0,single_family
sold,2023-09-27T14:37:51.000000Z,787000.0,,1986.0,,2024-01-11,777000.0,4.0,,,33105.0,4148.0,4.0,,,,1.0,6.0,single_family
sold,2023-12-19T14:31:42.000000Z,525000.0,,1992.0,,2024-01-11,460000.0,2.0,,1.0,7500.0,2380.0,3.0,,,2.0,3.0,3.0,single_family
sold,2023-12-06T00:47:17.000000Z,299900.0,,1999.0,,2024-01-10,289900.0,2.0,,1.0,,1620.0,3.0,condo,,,3.0,3.0,condos
sold,2023-09-28T15:07:40.000000Z,649000.0,,1960.0,,2024-01-09,625000.0,2.0,,,8470.0,1690.0,2.0,,,,4.0,4.0,single_family
sold,2023-12-13T22:23:57.000000Z,985000.0,,1953.0,,2024-01-09,985000.0,2.0,,,15483.0,1848.0,2.0,,,,2.0,4.0,single_family
sold,2023-09-28T19:07:03.000000Z,400000.0,10000.0,1981.0,,2024-01-09,380000.0,2.0,,1.0,3652.0,1649.0,3.0,townhouse,,,3.0,4.0,townhomes
sold,2023-09-14T04:15:24.000000Z,7950000.0,345000.0,1997.0,,2024-01-09,7400000.0,6.0,,2.0,266587.0,9571.0,8.0,,,2.0,4.0,5.0,single_family
sold,2023-11-30T05:12:52.000000Z,555000.0,,1983.0,,2024-01-08,555000.0,2.0,,,5850.0,1272.0,2.0,,,1.0,3.0,3.0,single_family
sold,2023-11-04T18:34:53.000000Z,450000.0,,1961.0,,2024-01-08,452500.0,2.0,,,19115.0,1713.0,2.0,,,,2.0,3.0,single_family
sold,2023-11-30T14:36:28.000000Z,414900.0,35000.0,1992.0,,2024-01-05,410000.0,2.0,,,2160.0,1234.0,2.0,townhouse,,1.0,1.0,2.0,townhomes
sold,2023-10-06T04:16:41.000000Z,600000.0,50000.0,1900.0,,2024-01-05,555000.0,3.0,,,39204.0,3800.0,3.0,,,,4.0,4.0,single_family
sold,2023-09-28T04:18:31.000000Z,589999.0,9901.0,2013.0,,2024-01-04,580000.0,3.0,,1.0,2312.0,2980.0,4.0,townhouse,,2.0,3.0,3.0,townhomes
sold,2023-11-20T05:12:39.000000Z,375000.0,,1977.0,,2024-01-02,370000.0,2.0,,1.0,1206.0,1518.0,3.0,townhouse,,,2.0,3.0,townhomes
sold,2023-12-09T16:35:05.000000Z,450000.0,,1965.0,,2023-12-29,450000.0,2.0,,,11165.0,1100.0,2.0,,,1.0,2.0,4.0,single_family
sold,2023-11-16T13:15:52.000000Z,375000.0,,1996.0,,2023-12-28,372500.0,2.0,,,,1577.0,2.0,condo,,,2.0,2.0,condos
sold,2023-11-18T10:50:32.000000Z,699000.0,,1969.0,,2023-12-28,700000.0,3.0,,,9350.0,2400.0,3.0,,,,2.0,5.0,single_family
sold,2023-11-27T05:15:07.000000Z,325000.0,,1983.0,,2023-12-27,314000.0,1.0,,1.0,1216.0,1086.0,2.0,townhouse,,,3.0,1.0,townhomes
sold,2023-11-03T04:14:35.000000Z,459900.0,,1997.0,,2023-12-27,459900.0,3.0,,1.0,,2106.0,4.0,condo,,,3.0,3.0,condos
sold,2023-11-14T18:08:02.000000Z,365000.0,,1977.0,,2023-12-27,365000.0,2.0,,1.0,1024.0,1746.0,3.0,townhouse,,,3.0,3.0,townhomes
sold,2023-10-05T03:42:44.000000Z,535000.0,,1976.0,,2023-12-22,565000.0,2.0,,1.0,33316.0,2596.0,3.0,,,2.0,3.0,3.0,single_family
sold,2023-10-17T03:56:48.000000Z,865000.0,,1975.0,,2023-12-21,850000.0,4.0,,,61196.0,4415.0,4.0,,,2.0,2.0,4.0,single_family
sold,2023-11-30T05:12:52.000000Z,385000.0,,1947.0,,2023-12-21,450000.0,2.0,,,8030.0,1526.0,2.0,,,,2.0,3.0,single_family
sold,2023-12-08T20:43:43.000000Z,1050000.0,,1967.0,,2023-12-20,1195000.0,3.0,,,20300.0,2433.0,3.0,,,2.0,2.0,4.0,single_family
sold,2023-08-22T20:23:03.000000Z,218500.0,11500.0,1965.0,,2023-12-20,219000.0,1.0,,1.0,,1096.0,2.0,condo,,,2.0,3.0,condos
sold,2023-10-04T16:24:05.000000Z,525000.0,25000.0,1986.0,,2023-12-18,518444.0,2.0,,,,1280.0,2.0,condo,,,1.0,2.0,condos
sold,2023-11-11T05:13:42.000000Z,395000.0,,2009.0,,2023-12-18,395000.0,2.0,,,,1157.0,2.0,condo,,,1.0,2.0,condos
sold,2023-10-12T13:57:24.000000Z,430000.0,20000.0,1975.0,,2023-12-15,430000.0,2.0,,,9000.0,1860.0,2.0,,,,3.0,4.0,single_family
sold,2023-09-28T04:18:31.000000Z,935000.0,,2007.0,,2023-12-14,895000.0,4.0,,1.0,15865.0,5766.0,5.0,,,3.0,3.0,4.0,single_family
sold,2023-08-11T23:11:29.000000Z,600000.0,,1973.0,,2023-12-13,600000.0,2.0,,1.0,9000.0,2016.0,3.0,,,1.0,3.0,3.0,single_family
sold,2023-11-03T18:32:33.000000Z,279900.0,,1969.0,,2023-12-11,287500.0,2.0,,,,1016.0,2.0,condo,,,1.0,2.0,condos
sold,2023-11-14T05:14:35.000000Z,950000.0,,1974.0,,2023-12-08,999999.0,2.0,,,,1391.0,2.0,condo,,,2.0,2.0,condos
sold,2023-08-04T15:41:30.000000Z,529900.0,,1988.0,,2023-12-08,520000.0,2.0,,1.0,2040.0,2092.0,3.0,townhouse,,1.0,2.0,3.0,townhomes
sold,2023-10-06T04:16:41.000000Z,449900.0,20000.0,1965.0,,2023-12-08,430000.0,1.0,,,10000.0,2580.0,1.0,,,,2.0,2.0,single_family
sold,2023-11-04T03:50:24.000000Z,540000.0,,1978.0,,2023-12-08,550000.0,3.0,,,15028.0,1590.0,3.0,,,2.0,2.0,4.0,single_family
sold,2023-10-11T03:55:12.000000Z,350000.0,9900.0,1987.0,,2023-12-06,343000.0,2.0,,,,1103.0,2.0,condo,,,1.0,2.0,condos
sold,2023-11-28T05:13:01.000000Z,625000.0,,2008.0,,2024-01-12,635000.0,2.0,,,,1945.0,2.0,condo,,1.0,1.0,2.0,condos
sold,2023-12-02T05:13:42.000000Z,380000.0,,2002.0,,2024-01-12,375000.0,3.0,,,,1640.0,3.0,condo,,,2.0,3.0,condos
sold,2023-12-14T01:53:59.000000Z,425000.0,,1965.0,,2024-01-12,433000.0,2.0,,,9000.0,1612.0,2.0,,,,1.0,3.0,single_family
sold,2023-01-20T05:14:03.000000Z,275000.0,,,,2024-01-12,224825.0,,,,64226.0,,0.0,,,,,,land
sold,2023-11-14T05:14:35.000000Z,800000.0,,1986.0,,2024-01-12,810000.0,2.0,,1.0,85813.0,2774.0,3.0,,,2.0,3.0,5.0,single_family
sold,2023-07-22T01:11:01.000000Z,599900.0,30100.0,1978.0,,2024-01-11,599000.0,3.0,,,15660.0,2164.0,3.0,,,,2.0,4.0,single_family
sold,2023-09-27T14:37:51.000000Z,787000.0,,1986.0,,2024-01-11,777000.0,4.0,,,33105.0,4148.0,4.0,,,,1.0,6.0,single_family
sold,2023-12-19T14:31:42.000000Z,525000.0,,1992.0,,2024-01-11,460000.0,2.0,,1.0,7500.0,2380.0,3.0,,,2.0,3.0,3.0,single_family
sold,2023-12-06T00:47:17.000000Z,299900.0,,1999.0,,2024-01-10,289900.0,2.0,,1.0,,1620.0,3.0,condo,,,3.0,3.0,condos
sold,2023-09-28T15:07:40.000000Z,649000.0,,1960.0,,2024-01-09,625000.0,2.0,,,8470.0,1690.0,2.0,,,,4.0,4.0,single_family
sold,2023-12-13T22:23:57.000000Z,985000.0,,1953.0,,2024-01-09,985000.0,2.0,,,15483.0,1848.0,2.0,,,,2.0,4.0,single_family
sold,2023-09-28T19:07:03.000000Z,400000.0,10000.0,1981.0,,2024-01-09,380000.0,2.0,,1.0,3652.0,1649.0,3.0,townhouse,,,3.0,4.0,townhomes
sold,2023-09-14T04:15:24.000000Z,7950000.0,345000.0,1997.0,,2024-01-09,7400000.0,6.0,,2.0,266587.0,9571.0,8.0,,,2.0,4.0,5.0,single_family
sold,2023-11-30T05:12:52.000000Z,555000.0,,1983.0,,2024-01-08,555000.0,2.0,,,5850.0,1272.0,2.0,,,1.0,3.0,3.0,single_family
sold,2023-11-04T18:34:53.000000Z,450000.0,,1961.0,,2024-01-08,452500.0,2.0,,,19115.0,1713.0,2.0,,,,2.0,3.0,single_family
